"","s","S","Coh","Angle","R","RT"
"4751","4","s2","cohH","angleH","r2",3.01480642262659
"4752","4","s2","cohH","angleH","r2",5.02512554258525
"4753","4","s2","cohH","angleH","r2",3.08452004642145
"4754","4","s2","cohH","angleH","r2",2.84446831289374
"4755","4","s2","cohH","angleH","r2",3.68856632427038
"4756","4","s2","cohH","angleH","r2",2.65136482430031
"4757","4","s2","cohH","angleH","r2",3.60601898229657
"4758","4","s2","cohH","angleH","r2",10.2566206834244
"4759","4","s2","cohH","angleH","r2",2.47707483057735
"4760","4","s2","cohH","angleH","r2",4.37697530984975
"4761","4","s2","cohH","angleH","r2",2.91870486237728
"4762","4","s2","cohH","angleH","r2",2.94618470213545
"4763","4","s2","cohH","angleH","r2",3.94570374442184
"4764","4","s2","cohH","angleH","r2",2.95760372791939
"4765","4","s2","cohH","angleH","r2",2.24814780811788
"4766","4","s2","cohH","angleH","r2",4.99852406251296
"4767","4","s2","cohH","angleH","r2",3.62520709539133
"4768","4","s2","cohH","angleH","r2",3.3413889736923
"4769","4","s2","cohH","angleH","r2",2.71512982828232
"4770","4","s2","cohH","angleH","r2",5.24224168209791
"4771","4","s2","cohH","angleH","r2",2.4746154281487
"4772","4","s2","cohH","angleH","r2",3.62663507653154
"4773","4","s2","cohH","angleH","r2",2.58323167605615
"4774","4","s2","cohH","angleH","r2",2.28738325032448
"4775","4","s2","cohH","angleH","r2",2.96564172677643
"4776","4","s2","cohH","angleH","r2",3.33632263297642
"4777","4","s2","cohH","angleH","r1",6.10132690239034
"4778","4","s2","cohH","angleH","r2",4.04954678834694
"4779","4","s2","cohH","angleH","r2",3.08775662450872
"4780","4","s2","cohH","angleH","r2",2.38989512179685
"4781","4","s2","cohH","angleH","r2",4.05645838696425
"4782","4","s2","cohH","angleH","r2",5.24630913974629
"4783","4","s2","cohH","angleH","r2",2.69570222759272
"4784","4","s2","cohH","angleH","r2",2.64673312159432
"4785","4","s2","cohH","angleH","r2",3.92934533462882
"4786","4","s2","cohH","angleH","r2",2.98767833400446
"4787","4","s2","cohH","angleH","r1",5.1383248352117
"4788","4","s2","cohH","angleH","r2",3.76566513199153
"4789","4","s2","cohH","angleH","r2",2.68259724969045
"4790","4","s2","cohH","angleH","r2",3.44648446521354
"4791","4","s2","cohH","angleH","r2",3.11997934673718
"4792","4","s2","cohH","angleH","r2",3.68026891332929
"4793","4","s2","cohH","angleH","r2",3.94677866908051
"4794","4","s2","cohH","angleH","r2",4.15532099670304
"4795","4","s2","cohH","angleH","r2",2.23276711335318
"4796","4","s2","cohH","angleH","r2",2.74292236288041
"4797","4","s2","cohH","angleH","r2",3.74437873790544
"4798","4","s2","cohH","angleH","r2",2.46606719969454
"4799","4","s2","cohH","angleH","r2",3.9353812624704
"4800","4","s2","cohH","angleH","r2",3.58662345534772
"4801","5","s1","cohE","angleE","r1",2.89452475330306
"4802","5","s1","cohE","angleE","r1",1.6809298584744
"4803","5","s1","cohE","angleE","r1",1.62878960979107
"4804","5","s1","cohE","angleE","r1",3.13310940787629
"4805","5","s1","cohE","angleE","r1",2.43363505650384
"4806","5","s1","cohE","angleE","r1",1.49357618942559
"4807","5","s1","cohE","angleE","r1",2.44346466418501
"4808","5","s1","cohE","angleE","r1",2.00897302688042
"4809","5","s1","cohE","angleE","r1",1.29363937940807
"4810","5","s1","cohE","angleE","r1",1.87616074624763
"4811","5","s1","cohE","angleE","r1",1.44937575034157
"4812","5","s1","cohE","angleE","r1",1.64253310173192
"4813","5","s1","cohE","angleE","r1",1.82438647425618
"4814","5","s1","cohE","angleE","r1",1.79975754492317
"4815","5","s1","cohE","angleE","r1",2.07088062142074
"4816","5","s1","cohE","angleE","r1",1.2401329270874
"4817","5","s1","cohE","angleE","r1",2.24764423815394
"4818","5","s1","cohE","angleE","r1",2.53496423338878
"4819","5","s1","cohE","angleE","r1",1.77804900405048
"4820","5","s1","cohE","angleE","r1",1.75824508351832
"4821","5","s1","cohE","angleE","r1",1.43264435295311
"4822","5","s1","cohE","angleE","r1",1.68691471553311
"4823","5","s1","cohE","angleE","r1",1.18592974362771
"4824","5","s1","cohE","angleE","r1",1.29864865992994
"4825","5","s1","cohE","angleE","r1",1.72883530802774
"4826","5","s1","cohE","angleE","r1",1.545088558037
"4827","5","s1","cohE","angleE","r1",1.71039674216393
"4828","5","s1","cohE","angleE","r1",1.53728764405814
"4829","5","s1","cohE","angleE","r1",1.34443372983458
"4830","5","s1","cohE","angleE","r1",1.60980479895267
"4831","5","s1","cohE","angleE","r1",1.38379032980963
"4832","5","s1","cohE","angleE","r1",1.99047690401621
"4833","5","s1","cohE","angleE","r1",1.95515756765513
"4834","5","s1","cohE","angleE","r1",1.54893601656733
"4835","5","s1","cohE","angleE","r1",1.58989418731877
"4836","5","s1","cohE","angleE","r1",1.97337778331469
"4837","5","s1","cohE","angleE","r1",2.14629924921791
"4838","5","s1","cohE","angleE","r1",1.31795095166143
"4839","5","s1","cohE","angleE","r1",1.46736783143722
"4840","5","s1","cohE","angleE","r1",1.34612007556342
"4841","5","s1","cohE","angleE","r1",1.58679235088858
"4842","5","s1","cohE","angleE","r1",2.17964452060203
"4843","5","s1","cohE","angleE","r1",1.27315238456765
"4844","5","s1","cohE","angleE","r1",1.48631776089079
"4845","5","s1","cohE","angleE","r1",2.00856696723052
"4846","5","s1","cohE","angleE","r1",1.15199220313505
"4847","5","s1","cohE","angleE","r1",1.92278458419061
"4848","5","s1","cohE","angleE","r1",3.00136557592011
"4849","5","s1","cohE","angleE","r1",1.92808506247129
"4850","5","s1","cohE","angleE","r1",1.59485915028474
"4851","5","s1","cohE","angleE","r1",1.97118176257126
"4852","5","s1","cohE","angleE","r1",1.99297125349404
"4853","5","s1","cohE","angleE","r1",1.635987779347
"4854","5","s1","cohE","angleE","r1",1.71785909707259
"4855","5","s1","cohE","angleE","r1",1.43791938082237
"4856","5","s1","cohE","angleE","r1",2.18818952267456
"4857","5","s1","cohE","angleE","r1",1.99252014061931
"4858","5","s1","cohE","angleE","r1",2.31372131558844
"4859","5","s1","cohE","angleE","r1",1.55240320308231
"4860","5","s1","cohE","angleE","r1",1.62649466979643
"4861","5","s1","cohE","angleE","r1",1.38947211445156
"4862","5","s1","cohE","angleE","r1",1.19699343451555
"4863","5","s1","cohE","angleE","r1",1.33104228913854
"4864","5","s1","cohE","angleE","r1",1.2074912508008
"4865","5","s1","cohE","angleE","r1",1.88183741042282
"4866","5","s1","cohE","angleE","r1",1.95214648796384
"4867","5","s1","cohE","angleE","r1",2.51397328436097
"4868","5","s1","cohE","angleE","r2",2.32091985612464
"4869","5","s1","cohE","angleE","r1",1.33669781104892
"4870","5","s1","cohE","angleE","r1",1.57401898849764
"4871","5","s1","cohE","angleE","r1",1.84299791002693
"4872","5","s1","cohE","angleE","r1",1.37119965100654
"4873","5","s1","cohE","angleE","r1",1.50718303366615
"4874","5","s1","cohE","angleE","r1",1.51960161147419
"4875","5","s1","cohE","angleE","r1",2.00295614413923
"4876","5","s1","cohE","angleE","r1",1.67043361287969
"4877","5","s1","cohE","angleE","r1",1.97108584841331
"4878","5","s1","cohE","angleE","r1",2.2700963943376
"4879","5","s1","cohE","angleE","r1",1.68550598705287
"4880","5","s1","cohE","angleE","r1",2.3165805362613
"4881","5","s1","cohE","angleE","r2",2.86288343790875
"4882","5","s1","cohE","angleE","r1",1.78350639536746
"4883","5","s1","cohE","angleE","r1",2.34475224095698
"4884","5","s1","cohE","angleE","r1",2.11614940002932
"4885","5","s1","cohE","angleE","r1",1.37187551806543
"4886","5","s1","cohE","angleE","r1",2.2483726109882
"4887","5","s1","cohE","angleE","r1",2.11638371880891
"4888","5","s1","cohE","angleE","r1",1.64082439949267
"4889","5","s1","cohE","angleE","r1",1.79591187703177
"4890","5","s1","cohE","angleE","r1",1.89158055285189
"4891","5","s1","cohE","angleE","r1",1.69323923680781
"4892","5","s1","cohE","angleE","r1",1.66406839515915
"4893","5","s1","cohE","angleE","r1",1.38147127166001
"4894","5","s1","cohE","angleE","r1",1.62764692695661
"4895","5","s1","cohE","angleE","r1",1.61683367168955
"4896","5","s1","cohE","angleE","r1",2.78380241915266
"4897","5","s1","cohE","angleE","r1",1.4916553668157
"4898","5","s1","cohE","angleE","r1",1.77409079995426
"4899","5","s1","cohE","angleE","r1",1.99130437123529
"4900","5","s1","cohE","angleE","r1",1.83160606260233
"4901","5","s1","cohE","angleE","r1",1.71517174259541
"4902","5","s1","cohE","angleE","r1",2.07993254780789
"4903","5","s1","cohE","angleE","r1",1.18711483711508
"4904","5","s1","cohE","angleE","r2",1.95008124757697
"4905","5","s1","cohE","angleE","r1",2.05955352175155
"4906","5","s1","cohE","angleE","r2",2.89212340710056
"4907","5","s1","cohE","angleE","r1",2.23563953430808
"4908","5","s1","cohE","angleE","r1",1.24708271249647
"4909","5","s1","cohE","angleE","r1",1.45011681101415
"4910","5","s1","cohE","angleE","r1",2.77770459023907
"4911","5","s1","cohE","angleE","r1",1.7032766993305
"4912","5","s1","cohE","angleE","r1",1.65270486164007
"4913","5","s1","cohE","angleE","r1",2.28202668125279
"4914","5","s1","cohE","angleE","r1",2.54175387011416
"4915","5","s1","cohE","angleE","r1",1.55764220208194
"4916","5","s1","cohE","angleE","r1",2.02895359606464
"4917","5","s1","cohE","angleE","r1",2.14271424825738
"4918","5","s1","cohE","angleE","r2",2.95478401869896
"4919","5","s1","cohE","angleE","r1",1.40193713639249
"4920","5","s1","cohE","angleE","r1",1.32208416994364
"4921","5","s1","cohE","angleE","r1",2.53657058447653
"4922","5","s1","cohE","angleE","r1",1.64043209883597
"4923","5","s1","cohE","angleE","r1",3.53026907329069
"4924","5","s1","cohE","angleE","r1",2.06973791221724
"4925","5","s1","cohE","angleE","r1",1.12696069794247
"4926","5","s1","cohE","angleE","r1",2.76685358068031
"4927","5","s1","cohE","angleE","r1",1.60827560798525
"4928","5","s1","cohE","angleE","r1",2.34802081483016
"4929","5","s1","cohE","angleE","r2",7.52565999583063
"4930","5","s1","cohE","angleE","r1",1.50085872661176
"4931","5","s1","cohE","angleE","r1",3.16255108283713
"4932","5","s1","cohE","angleE","r1",1.57672389219256
"4933","5","s1","cohE","angleE","r1",1.51681006109647
"4934","5","s1","cohE","angleE","r1",1.58267878233003
"4935","5","s1","cohE","angleE","r1",1.75573846296712
"4936","5","s1","cohE","angleE","r1",1.86722613337815
"4937","5","s1","cohE","angleE","r1",1.58569361680177
"4938","5","s1","cohE","angleE","r1",2.10015779539138
"4939","5","s1","cohE","angleE","r1",1.99194956799458
"4940","5","s1","cohE","angleE","r1",1.74502988125668
"4941","5","s1","cohE","angleE","r1",1.77183836314603
"4942","5","s1","cohE","angleE","r1",1.42452710664195
"4943","5","s1","cohE","angleE","r1",1.97643897490535
"4944","5","s1","cohE","angleE","r1",1.71616970629105
"4945","5","s1","cohE","angleE","r1",2.80077918967515
"4946","5","s1","cohE","angleE","r1",1.51022961159499
"4947","5","s1","cohE","angleE","r1",1.85561946500038
"4948","5","s1","cohE","angleE","r1",1.55747627969124
"4949","5","s1","cohE","angleE","r1",2.45495643929611
"4950","5","s1","cohE","angleE","r1",5.35573554748766
"4951","5","s2","cohE","angleE","r2",2.06298862139813
"4952","5","s2","cohE","angleE","r2",1.79789247765745
"4953","5","s2","cohE","angleE","r2",3.22563734207847
"4954","5","s2","cohE","angleE","r2",2.09244189362222
"4955","5","s2","cohE","angleE","r2",2.05458980076121
"4956","5","s2","cohE","angleE","r2",1.49079133144106
"4957","5","s2","cohE","angleE","r2",1.37976618245203
"4958","5","s2","cohE","angleE","r2",2.08840693626899
"4959","5","s2","cohE","angleE","r2",1.72230767236161
"4960","5","s2","cohE","angleE","r2",1.72833560996975
"4961","5","s2","cohE","angleE","r2",1.25680275558665
"4962","5","s2","cohE","angleE","r1",1.4708004758686
"4963","5","s2","cohE","angleE","r2",1.66312838945631
"4964","5","s2","cohE","angleE","r2",2.49594285824295
"4965","5","s2","cohE","angleE","r2",1.5132558909753
"4966","5","s2","cohE","angleE","r2",2.18282336534502
"4967","5","s2","cohE","angleE","r2",2.43714948678768
"4968","5","s2","cohE","angleE","r2",1.65271740499715
"4969","5","s2","cohE","angleE","r2",1.65171882372351
"4970","5","s2","cohE","angleE","r2",1.20218786707725
"4971","5","s2","cohE","angleE","r2",1.54834106985999
"4972","5","s2","cohE","angleE","r2",2.44350308262395
"4973","5","s2","cohE","angleE","r2",1.62896623125215
"4974","5","s2","cohE","angleE","r2",2.83814240656962
"4975","5","s2","cohE","angleE","r2",2.21833765755161
"4976","5","s2","cohE","angleE","r2",1.52865005214599
"4977","5","s2","cohE","angleE","r2",2.32924159696032
"4978","5","s2","cohE","angleE","r1",2.04283865213395
"4979","5","s2","cohE","angleE","r2",1.35867042793892
"4980","5","s2","cohE","angleE","r2",2.06127700643175
"4981","5","s2","cohE","angleE","r2",2.16321520209414
"4982","5","s2","cohE","angleE","r2",1.5493381912378
"4983","5","s2","cohE","angleE","r2",1.88644280460457
"4984","5","s2","cohE","angleE","r2",2.51993624247911
"4985","5","s2","cohE","angleE","r2",2.80309270669782
"4986","5","s2","cohE","angleE","r2",1.11939324891048
"4987","5","s2","cohE","angleE","r2",2.75224582053069
"4988","5","s2","cohE","angleE","r2",1.89557582993068
"4989","5","s2","cohE","angleE","r2",1.55534338078637
"4990","5","s2","cohE","angleE","r2",2.85778366904308
"4991","5","s2","cohE","angleE","r2",3.45749601488903
"4992","5","s2","cohE","angleE","r2",1.6161129130921
"4993","5","s2","cohE","angleE","r2",2.12039809352521
"4994","5","s2","cohE","angleE","r2",1.72094633396869
"4995","5","s2","cohE","angleE","r2",1.92401899225081
"4996","5","s2","cohE","angleE","r2",1.3917908776904
"4997","5","s2","cohE","angleE","r1",1.99313351528388
"4998","5","s2","cohE","angleE","r2",1.71033207117149
"4999","5","s2","cohE","angleE","r2",2.11147435748558
"5000","5","s2","cohE","angleE","r2",2.22712093418089
"5001","5","s2","cohE","angleE","r2",1.72052018500399
"5002","5","s2","cohE","angleE","r2",1.47453771963349
"5003","5","s2","cohE","angleE","r2",1.56244863352876
"5004","5","s2","cohE","angleE","r2",1.49182785887975
"5005","5","s2","cohE","angleE","r2",2.4051502976878
"5006","5","s2","cohE","angleE","r2",1.68987706582177
"5007","5","s2","cohE","angleE","r2",1.66491545649779
"5008","5","s2","cohE","angleE","r2",1.86769511969902
"5009","5","s2","cohE","angleE","r2",2.14277341064444
"5010","5","s2","cohE","angleE","r2",2.05459551502396
"5011","5","s2","cohE","angleE","r2",1.77574159986306
"5012","5","s2","cohE","angleE","r2",2.12593318076413
"5013","5","s2","cohE","angleE","r2",2.07802152919041
"5014","5","s2","cohE","angleE","r2",2.5282399845967
"5015","5","s2","cohE","angleE","r2",1.73345369828163
"5016","5","s2","cohE","angleE","r2",1.85980886962735
"5017","5","s2","cohE","angleE","r2",2.23945418715662
"5018","5","s2","cohE","angleE","r2",1.85140232362218
"5019","5","s2","cohE","angleE","r2",2.36850703436286
"5020","5","s2","cohE","angleE","r2",1.25808835593249
"5021","5","s2","cohE","angleE","r2",1.67729530440544
"5022","5","s2","cohE","angleE","r2",2.9427594176215
"5023","5","s2","cohE","angleE","r2",2.19871743694881
"5024","5","s2","cohE","angleE","r2",3.10853231830597
"5025","5","s2","cohE","angleE","r2",2.19572482968951
"5026","5","s2","cohE","angleE","r2",1.69167659253655
"5027","5","s2","cohE","angleE","r2",3.66584930268773
"5028","5","s2","cohE","angleE","r2",2.08762294956099
"5029","5","s2","cohE","angleE","r2",2.13714106757939
"5030","5","s2","cohE","angleE","r2",1.98614333660894
"5031","5","s2","cohE","angleE","r2",1.35899827258075
"5032","5","s2","cohE","angleE","r2",1.41722951159012
"5033","5","s2","cohE","angleE","r1",1.74486363200825
"5034","5","s2","cohE","angleE","r2",2.41225051274231
"5035","5","s2","cohE","angleE","r2",1.46266368881377
"5036","5","s2","cohE","angleE","r2",1.76377732496771
"5037","5","s2","cohE","angleE","r2",1.58755392736052
"5038","5","s2","cohE","angleE","r2",1.58943354268477
"5039","5","s2","cohE","angleE","r2",2.03009008636544
"5040","5","s2","cohE","angleE","r2",1.64502728578299
"5041","5","s2","cohE","angleE","r2",1.73096773708378
"5042","5","s2","cohE","angleE","r2",1.4536747003422
"5043","5","s2","cohE","angleE","r2",1.4614282541577
"5044","5","s2","cohE","angleE","r2",1.37077956087621
"5045","5","s2","cohE","angleE","r2",1.51912514930399
"5046","5","s2","cohE","angleE","r2",2.68715015185048
"5047","5","s2","cohE","angleE","r2",2.32516415266046
"5048","5","s2","cohE","angleE","r2",1.94921361417855
"5049","5","s2","cohE","angleE","r2",1.73104035396084
"5050","5","s2","cohE","angleE","r2",1.77213431464721
"5051","5","s2","cohE","angleE","r2",1.44815069187739
"5052","5","s2","cohE","angleE","r1",4.55302247978109
"5053","5","s2","cohE","angleE","r2",1.77760948773338
"5054","5","s2","cohE","angleE","r1",2.0648972037201
"5055","5","s2","cohE","angleE","r2",5.95652214862522
"5056","5","s2","cohE","angleE","r2",2.11879899466792
"5057","5","s2","cohE","angleE","r2",2.25409428818109
"5058","5","s2","cohE","angleE","r2",1.93622774772854
"5059","5","s2","cohE","angleE","r2",1.94105535990081
"5060","5","s2","cohE","angleE","r2",1.00653894433952
"5061","5","s2","cohE","angleE","r2",1.35879665609421
"5062","5","s2","cohE","angleE","r1",2.40751031590163
"5063","5","s2","cohE","angleE","r2",1.72195153883296
"5064","5","s2","cohE","angleE","r2",2.59239738737407
"5065","5","s2","cohE","angleE","r2",1.46377704805301
"5066","5","s2","cohE","angleE","r2",2.24143974481488
"5067","5","s2","cohE","angleE","r2",1.56377052013748
"5068","5","s2","cohE","angleE","r2",1.77578327369842
"5069","5","s2","cohE","angleE","r2",1.79541563998652
"5070","5","s2","cohE","angleE","r2",1.34655453041196
"5071","5","s2","cohE","angleE","r2",1.6962690076216
"5072","5","s2","cohE","angleE","r2",1.86486054347263
"5073","5","s2","cohE","angleE","r2",2.0286481725547
"5074","5","s2","cohE","angleE","r2",1.44517711562642
"5075","5","s2","cohE","angleE","r2",1.53587811269104
"5076","5","s2","cohE","angleE","r2",6.03786178976017
"5077","5","s2","cohE","angleE","r2",1.90104107962364
"5078","5","s2","cohE","angleE","r2",1.77741440448129
"5079","5","s2","cohE","angleE","r2",1.94936384052964
"5080","5","s2","cohE","angleE","r2",1.6730920696301
"5081","5","s2","cohE","angleE","r2",1.37502465931402
"5082","5","s2","cohE","angleE","r2",1.77510488052352
"5083","5","s2","cohE","angleE","r2",1.40426449576422
"5084","5","s2","cohE","angleE","r2",1.52514126370261
"5085","5","s2","cohE","angleE","r2",1.80167530983764
"5086","5","s2","cohE","angleE","r2",1.61251654522207
"5087","5","s2","cohE","angleE","r2",1.78079310673944
"5088","5","s2","cohE","angleE","r2",2.45624569381885
"5089","5","s2","cohE","angleE","r2",3.33328608599727
"5090","5","s2","cohE","angleE","r2",1.61759954877364
"5091","5","s2","cohE","angleE","r2",1.66517830986159
"5092","5","s2","cohE","angleE","r2",1.5967677828877
"5093","5","s2","cohE","angleE","r1",1.40566270083579
"5094","5","s2","cohE","angleE","r2",1.53661569472487
"5095","5","s2","cohE","angleE","r2",1.97956552596616
"5096","5","s2","cohE","angleE","r2",1.82007590172674
"5097","5","s2","cohE","angleE","r2",1.98042494368487
"5098","5","s2","cohE","angleE","r2",3.57126080669663
"5099","5","s2","cohE","angleE","r2",1.44947879167998
"5100","5","s2","cohE","angleE","r2",1.88887712191699
"5101","5","s1","cohH","angleE","r1",3.75296997967331
"5102","5","s1","cohH","angleE","r1",3.20494214952832
"5103","5","s1","cohH","angleE","r1",2.0601353824283
"5104","5","s1","cohH","angleE","r1",4.27234271124664
"5105","5","s1","cohH","angleE","r1",1.73995167545722
"5106","5","s1","cohH","angleE","r1",2.73593997914027
"5107","5","s1","cohH","angleE","r1",1.92616408870551
"5108","5","s1","cohH","angleE","r1",3.73775540015711
"5109","5","s1","cohH","angleE","r1",3.58876895084912
"5110","5","s1","cohH","angleE","r1",2.50490099929063
"5111","5","s1","cohH","angleE","r1",3.37087494736528
"5112","5","s1","cohH","angleE","r1",3.49260741729496
"5113","5","s1","cohH","angleE","r1",2.78257841211843
"5114","5","s1","cohH","angleE","r1",3.19298183018207
"5115","5","s1","cohH","angleE","r1",3.81118693842101
"5116","5","s1","cohH","angleE","r1",2.36128363718405
"5117","5","s1","cohH","angleE","r2",3.24864795983013
"5118","5","s1","cohH","angleE","r1",2.52376983134467
"5119","5","s1","cohH","angleE","r1",3.48529448355606
"5120","5","s1","cohH","angleE","r1",3.00691476105923
"5121","5","s1","cohH","angleE","r1",3.68994838595805
"5122","5","s1","cohH","angleE","r1",2.88328338094208
"5123","5","s1","cohH","angleE","r1",3.11792266284289
"5124","5","s1","cohH","angleE","r1",2.01824734430921
"5125","5","s1","cohH","angleE","r1",4.39967124807139
"5126","5","s1","cohH","angleE","r1",3.81995059121193
"5127","5","s1","cohH","angleE","r1",2.93315233209283
"5128","5","s1","cohH","angleE","r1",2.95885660198603
"5129","5","s1","cohH","angleE","r1",3.12535148721419
"5130","5","s1","cohH","angleE","r1",2.81848974796186
"5131","5","s1","cohH","angleE","r1",2.15712410039682
"5132","5","s1","cohH","angleE","r1",2.66578814168639
"5133","5","s1","cohH","angleE","r1",2.06612050568445
"5134","5","s1","cohH","angleE","r1",3.38821246584981
"5135","5","s1","cohH","angleE","r1",3.02976205954667
"5136","5","s1","cohH","angleE","r1",2.93386383237334
"5137","5","s1","cohH","angleE","r1",3.66234366133911
"5138","5","s1","cohH","angleE","r1",2.59647512858166
"5139","5","s1","cohH","angleE","r1",2.52740726933276
"5140","5","s1","cohH","angleE","r1",3.00156838696901
"5141","5","s1","cohH","angleE","r1",2.51945730319794
"5142","5","s1","cohH","angleE","r1",3.9947752485195
"5143","5","s1","cohH","angleE","r1",2.15009096434159
"5144","5","s1","cohH","angleE","r1",2.36453831332672
"5145","5","s1","cohH","angleE","r1",3.62197168458481
"5146","5","s1","cohH","angleE","r1",3.04531937553595
"5147","5","s1","cohH","angleE","r1",2.10134724481254
"5148","5","s1","cohH","angleE","r1",3.45718217068769
"5149","5","s1","cohH","angleE","r1",2.12302495136717
"5150","5","s1","cohH","angleE","r1",2.76445811457941
"5151","5","s1","cohH","angleE","r1",3.1535890546042
"5152","5","s1","cohH","angleE","r1",2.92162546625618
"5153","5","s1","cohH","angleE","r2",3.25801199022121
"5154","5","s1","cohH","angleE","r2",3.73366631026527
"5155","5","s1","cohH","angleE","r1",2.04663740975809
"5156","5","s1","cohH","angleE","r1",2.80792536259681
"5157","5","s1","cohH","angleE","r1",4.37627369784488
"5158","5","s1","cohH","angleE","r2",4.41005641223885
"5159","5","s1","cohH","angleE","r1",2.77056221092379
"5160","5","s1","cohH","angleE","r1",2.57957425655969
"5161","5","s1","cohH","angleE","r1",2.65260847030361
"5162","5","s1","cohH","angleE","r1",2.75611965721244
"5163","5","s1","cohH","angleE","r1",5.28205749189479
"5164","5","s1","cohH","angleE","r1",2.49796855010966
"5165","5","s1","cohH","angleE","r1",2.27651757104206
"5166","5","s1","cohH","angleE","r1",3.19354767793421
"5167","5","s1","cohH","angleE","r1",2.41434163687465
"5168","5","s1","cohH","angleE","r1",2.00145577639204
"5169","5","s1","cohH","angleE","r1",5.24952933640698
"5170","5","s1","cohH","angleE","r1",3.13163164984232
"5171","5","s1","cohH","angleE","r1",2.64100888241271
"5172","5","s1","cohH","angleE","r1",2.65789373512488
"5173","5","s1","cohH","angleE","r1",2.44385089027123
"5174","5","s1","cohH","angleE","r1",4.8655018378211
"5175","5","s1","cohH","angleE","r1",3.28024027414439
"5176","5","s1","cohH","angleE","r1",2.50208902137334
"5177","5","s1","cohH","angleE","r1",2.57209352237023
"5178","5","s1","cohH","angleE","r1",2.74578105008727
"5179","5","s1","cohH","angleE","r1",2.47451983726246
"5180","5","s1","cohH","angleE","r1",4.12930988743284
"5181","5","s1","cohH","angleE","r1",3.78345280518931
"5182","5","s1","cohH","angleE","r1",2.2296506374782
"5183","5","s1","cohH","angleE","r1",2.8922031441123
"5184","5","s1","cohH","angleE","r1",3.23352397620518
"5185","5","s1","cohH","angleE","r1",3.84428493498187
"5186","5","s1","cohH","angleE","r1",3.53655666352072
"5187","5","s1","cohH","angleE","r1",2.79150703025707
"5188","5","s1","cohH","angleE","r1",4.81075222815412
"5189","5","s1","cohH","angleE","r1",2.5354828432263
"5190","5","s1","cohH","angleE","r1",5.23463467528239
"5191","5","s1","cohH","angleE","r1",2.28564932953396
"5192","5","s1","cohH","angleE","r1",2.45524929981918
"5193","5","s1","cohH","angleE","r1",3.23362614901707
"5194","5","s1","cohH","angleE","r1",2.03923478693154
"5195","5","s1","cohH","angleE","r1",3.1031494885066
"5196","5","s1","cohH","angleE","r1",5.5468226378736
"5197","5","s1","cohH","angleE","r1",2.1462540340371
"5198","5","s1","cohH","angleE","r1",3.33060726194204
"5199","5","s1","cohH","angleE","r1",3.32852762920142
"5200","5","s1","cohH","angleE","r1",2.38437282856981
"5201","5","s1","cohH","angleE","r1",5.49294441699608
"5202","5","s1","cohH","angleE","r1",2.78247676446957
"5203","5","s1","cohH","angleE","r1",3.33037459800406
"5204","5","s1","cohH","angleE","r1",2.66924498964669
"5205","5","s1","cohH","angleE","r1",2.82274019180722
"5206","5","s1","cohH","angleE","r1",2.53627332217892
"5207","5","s1","cohH","angleE","r1",6.17932306781328
"5208","5","s1","cohH","angleE","r1",1.85508038165203
"5209","5","s1","cohH","angleE","r1",4.3653755303857
"5210","5","s1","cohH","angleE","r1",2.61226727257768
"5211","5","s1","cohH","angleE","r1",3.39674266659264
"5212","5","s1","cohH","angleE","r1",3.28753076031019
"5213","5","s1","cohH","angleE","r1",2.33114334750233
"5214","5","s1","cohH","angleE","r2",2.21559206168894
"5215","5","s1","cohH","angleE","r1",3.50887804828911
"5216","5","s1","cohH","angleE","r1",2.45532497966353
"5217","5","s1","cohH","angleE","r1",2.15298829017193
"5218","5","s1","cohH","angleE","r1",2.13933895935103
"5219","5","s1","cohH","angleE","r2",2.08729553218121
"5220","5","s1","cohH","angleE","r1",2.46633969891999
"5221","5","s1","cohH","angleE","r1",2.93879100829588
"5222","5","s1","cohH","angleE","r1",4.06449504284129
"5223","5","s1","cohH","angleE","r2",4.77067569027375
"5224","5","s1","cohH","angleE","r1",2.42151157929206
"5225","5","s1","cohH","angleE","r1",2.15423243351965
"5226","5","s1","cohH","angleE","r1",2.90387216936117
"5227","5","s1","cohH","angleE","r1",2.5376053374667
"5228","5","s1","cohH","angleE","r1",3.03505836068519
"5229","5","s1","cohH","angleE","r1",2.33118393582695
"5230","5","s1","cohH","angleE","r1",2.37142588841632
"5231","5","s1","cohH","angleE","r1",2.80189417765086
"5232","5","s1","cohH","angleE","r1",2.11924981166031
"5233","5","s1","cohH","angleE","r2",2.83887003138437
"5234","5","s1","cohH","angleE","r1",5.14706547942244
"5235","5","s1","cohH","angleE","r1",3.11588029840753
"5236","5","s1","cohH","angleE","r1",3.12692215511699
"5237","5","s1","cohH","angleE","r1",4.75128857207141
"5238","5","s1","cohH","angleE","r1",3.19159550203241
"5239","5","s1","cohH","angleE","r1",3.39758638320307
"5240","5","s1","cohH","angleE","r1",3.1137793949555
"5241","5","s1","cohH","angleE","r1",3.18451348188656
"5242","5","s1","cohH","angleE","r1",2.5911498379697
"5243","5","s1","cohH","angleE","r1",2.70710964968557
"5244","5","s1","cohH","angleE","r1",3.53924540255096
"5245","5","s1","cohH","angleE","r1",2.73031584281585
"5246","5","s1","cohH","angleE","r1",6.01791551190339
"5247","5","s1","cohH","angleE","r1",3.3758940620276
"5248","5","s1","cohH","angleE","r1",2.87541589003655
"5249","5","s1","cohH","angleE","r1",2.86775642795248
